Source,Content,EventId,EventTemplate
Android,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",E692,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> bnds=<*> }"
Android,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",E691,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }"
Android,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }",E691,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }"
Android,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }",E689,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }"
Android,"getRecentTasks: num=20,flags=62,totalTasks=46",E1011,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>"
Android,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},E1012,getRecentTasks: topActivity=ComponentInfo{<*>}
Android,"getRecentTasks: num=10,flags=62,totalTasks=46",E1011,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>"
Android,"cancelNotification,index:-1",E890,"cancelNotification,index:<*>"
Android,makeExpandedInvisible: mExpandedVisible=true,E1114,makeExpandedInvisible: mExpandedVisible=<*>
Android,closeQs,E931,closeQs
Android,disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >,E968,disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >
Android,"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10111}, uid=1000, pid=1702",E1215,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.main.MainTabActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.AppWindowToken.destroySurfaces:374 com.android.server.wm.AppWindowToken.notifyAppStopped:400 com.android.server.wm.WindowManagerService.notifyAppStopped:4869 com.android.server.am.ActivityStack.activityStoppedLocked:1393 com.android.server.am.ActivityManagerService.activityStopped:7690,E355,Destroying surface Surface(name=<*>) called by <*>
Android,isMusicActive...,E1083,isMusicActive...
Android,"acquire lock=237091223, flags=0x1, tag=""WiredAccessoryManager"", name=android, ws=null, uid=1000, pid=1702",E849,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,setWiredDeviceConnectionState  type: -2147483632  state: 0,E1269,setWiredDeviceConnectionState type: <*> state: <*>
Android,"acquire lock=86152250, flags=0x1, tag=""handleAudioEvent"", name=android, ws=null, uid=1000, pid=1702",E849,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,setWiredDeviceConnectionState  type: 4  state: 0,E1269,setWiredDeviceConnectionState type: <*> state: <*>
Android,"release:lock=237091223, flg=0x0, tag=""WiredAccessoryManager"", name=android"", ws=null, uid=1000, pid=1702",E1215,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,"ActivityManagerService,attachApplication,callingPid = 12787",E209,"ActivityManagerService,attachApplication,callingPid = <*>"
Android,"acquire lock=219829192, flags=0x1, tag=""AudioMix"", name=audioserver, ws=null, uid=1041, pid=0",E849,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,"release:lock=86152250, flg=0x0, tag=""handleAudioEvent"", name=android"", ws=null, uid=1000, pid=1702",E1215,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,isBluetoothA2dpOn...,E1081,isBluetoothA2dpOn...
Android,isBluetoothScoOn...,E1082,isBluetoothScoOn...
Android,getLastAudibleStreamVolume  treamType: 0,E1008,getLastAudibleStreamVolume treamType: <*>
Android,getLastAudibleStreamVolume  treamType: 1,E1008,getLastAudibleStreamVolume treamType: <*>
Android,getLastAudibleStreamVolume  treamType: 2,E1008,getLastAudibleStreamVolume treamType: <*>
Android,getLastAudibleStreamVolume  treamType: 3,E1008,getLastAudibleStreamVolume treamType: <*>
Android,getLastAudibleStreamVolume  treamType: 4,E1008,getLastAudibleStreamVolume treamType: <*>
Android,getLastAudibleStreamVolume  treamType: 5,E1008,getLastAudibleStreamVolume treamType: <*>
Android,getLastAudibleStreamVolume  treamType: 6,E1008,getLastAudibleStreamVolume treamType: <*>
Android,getLastAudibleStreamVolume  treamType: 7,E1008,getLastAudibleStreamVolume treamType: <*>
Android,getLastAudibleStreamVolume  treamType: 8,E1008,getLastAudibleStreamVolume treamType: <*>
Android,cleanUpApplicationRecord -- 12025,E926,cleanUpApplicationRecord -- <*>
Android,"cleanUpApplicationRecordLocked, pid: 12025, restart: false",E927,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>"
Android,"cleanUpApplicationRecordLocked, reset pid: 12025, euid: 0",E928,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>"
Android,getMode...,E1009,getMode...
Android,setSpeakerphoneOn on:true,E1266,setSpeakerphoneOn on:<*>
Android,"release:lock=219829192, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",E1215,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,"sending alarm Alarm{aa90550 type 3 when 509142332 PendingIntent{1749923: PendingIntentRecord{9600e20 android broadcastIntent}}},repeatInterval = 0,listenerTag =time_tick",E1256,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> android broadcastIntent}}},repeatInterval = <*>,listenerTag =time_tick"
Android,scheduleTimeTickEvent triggerAtTime = 509202333,E1246,scheduleTimeTickEvent triggerAtTime = <*>
Android,received broadcast android.intent.action.TIME_TICK,E1207,received broadcast <*>
Android,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E355,Destroying surface Surface(name=<*>) called by <*>
Android,Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E355,Destroying surface Surface(name=<*>) called by <*>
Android,Destroying surface Surface(name=PopupWindow:d76a91d) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E355,Destroying surface Surface(name=<*>) called by <*>
Android,"acquire lock=60373518, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E849,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,"release:lock=60373518, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",E1215,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,"sending alarm Alarm{19069ff type 3 when 509169377 PendingIntent{50303cc: PendingIntentRecord{e204f60 com.android.phone broadcastIntent}}},repeatInterval = 0,listenerTag =null",E1255,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}},repeatInterval = <*>,listenerTag =<*>"
Android,Killing 23484:com.android.calendar/u0a13 (adj 906): empty for 1810s,E469,Killing <*>:<*> (adj <*>): empty for <*>
Android,cleanUpApplicationRecord -- 5784,E926,cleanUpApplicationRecord -- <*>
Android,"cleanUpApplicationRecordLocked, pid: 5784, restart: false",E927,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>"
Android,"cleanUpApplicationRecordLocked, reset pid: 5784, euid: 0",E928,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>"
Android,cleanUpApplicationRecord -- 23484,E926,cleanUpApplicationRecord -- <*>
Android,"cleanUpApplicationRecordLocked, pid: 23484, restart: false",E927,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>"
Android,"cleanUpApplicationRecordLocked, reset pid: 23484, euid: 0",E928,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>"
Android,cleanUpApplicationRecord -- 5769,E926,cleanUpApplicationRecord -- <*>
Android,"cleanUpApplicationRecordLocked, pid: 5769, restart: false",E927,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>"
Android,"cleanUpApplicationRecordLocked, reset pid: 5769, euid: 0",E928,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>"
Android,"sending alarm Alarm{c1705d3 type 3 when 509202333 PendingIntent{1749923: PendingIntentRecord{9600e20 android broadcastIntent}}},repeatInterval = 0,listenerTag =time_tick",E1256,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> android broadcastIntent}}},repeatInterval = <*>,listenerTag =time_tick"
Android,scheduleTimeTickEvent triggerAtTime = 509262332,E1246,scheduleTimeTickEvent triggerAtTime = <*>
Android,"acquire lock=134680583, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E849,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,remove(PendingIntent{e4e2534: PendingIntentRecord{e204f60 com.android.phone broadcastIntent}}) changed bounds; rebatching,E1217,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching
